idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
12055,Royal Fizz,,,,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Gin,Sweet and sour,Egg,Coca-Cola,,,,,,,,,,,,1 oz ,2 oz ,1 whole ,,,,,,,,,,,,,,,No,2017-09-02 23:16:49
12071,Rum Cooler,,,,Ordinary Drink,Alcoholic,Collins glass,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Rum,Lemon-lime soda,Lemon,,,,,,,,,,,,,2 oz light or dark ,4 oz ,1 ,,,,,,,,,,,,,,,No,2017-09-08 17:37:54
16250,Rum Runner,,,,Punch / Party Drink,Alcoholic,Cocktail glass,Mix all ingredients in glass & add ice.,https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice,,,,,,,,,,,1 1/2 oz ,1 oz ,3-4 oz ,3-4 oz ,3-4 oz ,,,,,,,,,,,,,No,2017-09-08 17:40:57
12101,Rusty Nail,,"IBA,Classic",https://www.youtube.com/watch?v=3po6GT4Te64,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Scotch,Drambuie,Lemon peel,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,,,,No,2016-11-04 09:49:42
14087,Red Snapper,,,,Shot,Alcoholic,Old-fashioned glass,"One shot each, shake n shoot",https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,Crown Royal,Amaretto,Cranberry juice,,,,,,,,,,,,,1 shot ,1 shot ,1 shot ,,,,,,,,,,,,,,,No,2017-09-06 23:02:23
17122,Royal Bitch,,,,Shot,Alcoholic,Shot glass,Into a shot glass layer the Crown Royal on top of the Frangelico.,https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,Frangelico,Crown Royal,,,,,,,,,,,,,,1 part ,1 part ,,,,,,,,,,,,,,,,No,2015-09-02 17:08:10
15082,Royal Flush,,,,Shot,Alcoholic,Old-fashioned glass,Pour all the ingredients into tumbler over ice. Strain into glass.,https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice,,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,,,No,2017-09-08 17:35:27
12067,Rum Cobbler,,,,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange,,,,,,,,,,1 tsp superfine ,3 oz ,1 ,2 oz ,1 ,1 ,,,,,,,,,,,,No,2017-09-02 23:18:03
17114,Ruby Tuesday,,,,Cocktail,Alcoholic,Highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Gin,Cranberry juice,Grenadine,,,,,,,,,,,,,2 oz ,5 oz ,2 splashes ,,,,,,,,,,,,,,,No,2015-09-06 16:30:37
12630,Rail Splitter,,,,Cocktail,Non alcoholic,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,Sugar syrup,Lemon juice,Ginger ale,,,,,,,,,,,,,2 tsp ,,,,,,,,,,,,,,,,,No,2015-09-02 16:27:40
17245,Rosemary Blue,,,,Cocktail,Alcoholic,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,Gin,Blue Curacao,Tonic Water,Rosemary,,,,,,,,,,,,50 ml,15 ml,100 ml,Garnish with,,,,,,,,,,,,,,No,2017-12-04 16:55:43
178367,Ramos Gin Fizz,,,,Cocktail,Alcoholic,Highball glass,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg,Gin,Lemon Juice,Sugar Syrup,Cream,Egg White,Vanilla extract,Soda Water,,,,,,,,,4.5 cL,3 cl,3 cl,6 cl,1,2 drop,2 cl,,,,,,,,,https://cdn.diffords.com/contrib/stock-images/2021/08/610d32bab0377.jpg,,No,
12057,Royal Gin Fizz,,,,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Gin,Lemon,Powdered sugar,Egg,Carbonated water,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 whole ,,,,,,,,,,,,,,No,2017-09-06 23:07:52
12087,Rum Milk Punch,,,,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Light rum,Milk,Powdered sugar,Nutmeg,,,,,,,,,,,,2 oz ,1 cup ,1 tsp ,,,,,,,,,,,,,,,No,2017-09-08 17:40:10
178333,Raspberry Julep,,,,Cocktail,Alcoholic,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,Bourbon,Raspberry syrup,Mint,,,,,,,,,,,,,2 oz,1/2 oz,8,,,,,,,,,,,,,,,No,
12091,Rum Screwdriver,,,,Ordinary Drink,Alcoholic,Highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,Light rum,Orange juice,,,,,,,,,,,,,,1 1/2 oz ,5 oz ,,,,,,,,,,,,,,,,No,2017-11-27 11:28:14
17167,Raspberry Cooler,,,,Other / Unknown,Alcoholic,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Raspberry vodka,Lemon-lime soda,Ice,,,,,,,,,,,,,2 oz ,4 oz ,,,,,,,,,,,,,,,,No,2015-09-03 05:25:46
12089,Rum Old-fashioned,,,,Ordinary Drink,Alcoholic,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,,,,,,,1 1/2 oz ,1 tsp ,1/2 tsp ,1 dash ,1 tsp ,Twist of ,,,,,,,,,,,,No,2017-09-07 22:44:09
17214,Russian Spring Punch,,"IBA,NewEra",,Ordinary Drink,Alcoholic,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,,,,,,,,,,,,2.5 cl,1.5 cl,1 cl,2.5 cl,,,,,,,,,,,,,,No,2017-09-02 18:31:28
16984,Radioactive Long Island Iced Tea,,,,Ordinary Drink,Alcoholic,Collins Glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,No,2017-08-24 09:31:52
17141,Smut,,,,Punch / Party Drink,Alcoholic,Beer mug,Throw it all together and serve real cold.,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Red wine,Peach schnapps,Pepsi Cola,Orange juice,,,,,,,,,,,,1/3 part ,1 shot ,1/3 part ,1/3 part ,,,,,,,,,,,,,,No,2017-09-02 16:23:32
17215,Spritz,,,,Ordinary Drink,Alcoholic,Old-Fashioned glass,"Build into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,Prosecco,Campari,Soda Water,,,,,,,,,,,,,6 cl,4 cl,splash,,,,,,,,,,,,,,,No,2017-09-02 18:34:25
12130,Scooter,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Brandy,Amaretto,Light cream,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,2017-01-02 20:18:27
13020,Sangria,,,,Punch / Party Drink,Alcoholic,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,,,,,,,,,,1 bottle ,1/2 cup ,1 cup ,1 cup ,,,,,,,,,,,,,,No,2015-09-03 04:01:20
17193,Stinger,,"IBA,Classic",,Ordinary Drink,Alcoholic,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Brandy,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,2017-09-02 12:40:33
12127,Sazerac,,"IBA,Classic",https://www.youtube.com/watch?v=RuZzOcjJUYw,Ordinary Drink,Alcoholic,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,,,,,,,,,,1 tsp ,1/2 tsp superfine ,2 dashes ,1 tsp ,2 oz ,1 twist of ,,,,,,,,,,,,No,2015-08-18 15:13:28
12196,Sidecar,,"IBA,Classic",https://www.youtube.com/watch?v=uvKKILoO-Nk,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg,Cognac,Cointreau,Lemon juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,,https://www.flickr.com/photos/mstyne/29716525626/in/dateposted/,Michael Styne https://www.flickr.com/photos/mstyne/,Yes,2015-08-18 15:07:32
178349,Snowday,,Winter,,Cocktail,Alcoholic,Collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,Vodka,Amaro Montenegro,Ruby Port,Blood Orange,Angostura Bitters,Orange Peel,,,,,,,,,,1 oz,1 oz,1 oz,1 tsp,Dash,Garnish with,,,,,,,,,,https://www.instagram.com/p/CLkmoNJFXUe/,,No,
178322,Spice 75,,Christmas,,Cocktail,Alcoholic,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,,,,,,,,,60 ml,1 tblsp,20 cl,90 ml,6 cl,Garnish with,,,,,,,,,,,,No,
14195,Snowball,,Christmas,,Ordinary Drink,Alcoholic,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Advocaat,Lemonade,Lemon,Ice,,,,,,,,,,,,1 1/2 oz ,8-10 oz cold ,1 slice ,cubes,,,,,,,,,,,,,,No,2017-09-06 23:03:36
16985,Shot-gun,,,,Shot,Alcoholic,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Jim Beam,Jack Daniels,Wild Turkey,,,,,,,,,,,,,1 part ,1 part ,1 oz ,,,,,,,,,,,,,,,No,2017-08-24 09:33:03
12107,Salty Dog,,,,Ordinary Drink,Alcoholic,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Grapefruit juice,Gin,Salt,,,,,,,,,,,,,5 oz ,1 1/2 oz ,1/4 tsp ,,,,,,,,,,,,,,,No,2017-09-08 18:03:36
12308,Stone Sour,,,,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Apricot brandy,Orange juice,Sweet and sour,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,2016-09-01 09:51:35
13377,Sea breeze,,"IBA,ContemporaryClassic",,Ordinary Drink,Alcoholic,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Vodka,Cranberry juice,Grapefruit juice,,,,,,,,,,,,,1 1/2 oz ,4 oz ,1 oz ,,,,,,,,,,,,,,,No,2017-09-02 17:59:22
12158,Scotch Sour,,,,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 ,,,,,,,,,,,,,No,2017-09-08 18:07:16
16990,Sweet Tooth,,,,Shake,Alcoholic,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Godiva liqueur,Milk,,,,,,,,,,,,,,2 shots ,,,,,,,,,,,,,,,,,No,2017-08-24 09:37:01
12162,Screwdriver,,IBA,https://www.youtube.com/watch?v=ce_YOgaEo3Q,Ordinary Drink,Alcoholic,Highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Vodka,Orange juice,,,,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,,,,No,2017-09-02 12:36:47
12190,Sherry Flip,,,,Ordinary Drink,Alcoholic,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,,,1 1/2 oz cream ,2 tsp ,1 tsp ,1 whole ,,,,,,,,,,,,,,No,2016-11-10 23:27:08
12256,Sol Y Sombra,,,,Ordinary Drink,Alcoholic,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy,Anisette,,,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,,,,No,2017-08-22 19:19:43
16273,Shark Attack,,,,Cocktail,Alcoholic,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Lemonade,Water,Vodka,,,,,,,,,,,,,1 can ,3 cans ,1 1/2 cup ,,,,,,,,,,,,,,,No,2017-09-07 15:07:37
15184,San Francisco,,,,Ordinary Drink,Alcoholic,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Vodka,Creme de Banane,Grenadine,Orange juice,,,,,,,,,,,,2 cl ,2 cl ,,,,,,,,,,,,,,,,No,2017-09-08 17:59:21
15226,Space Odyssey,,,,Ordinary Drink,Alcoholic,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,151 proof rum,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries,,,,,,,,,,1 shot Bacardi ,1 shot ,1 shot ,,,,,,,,,,,,,,,No,2017-09-07 21:57:23
12188,Sherry Eggnog,,,,Ordinary Drink,Alcoholic,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Sherry,Powdered sugar,Egg,Milk,Nutmeg,,,,,,,,,,,2 oz cream ,1 tsp ,1 whole ,,,,,,,,,,,,,,,No,2016-11-10 23:29:01
12724,Sweet Bananas,,,,Shake,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Milk,Banana,Honey,,,,,,,,,,,,,2 cups ,1 ,1 tblsp ,,,,,,,,,,,,,,,No,2017-02-20 15:09:05
13024,Sweet Sangria,,,,Punch / Party Drink,Alcoholic,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Red wine,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,,,,,,,2 bottles ,1 cup ,2 cups hot ,1 cup," wedges
"," wedges
",,,,,,,,,,,,No,2016-07-19 11:30:28
12138,Scotch Cobbler,,,,Ordinary Drink,Alcoholic,Old-fashioned glass,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",https://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,Scotch,Brandy,Curacao,Orange,Mint,,,,,,,,,,,2 oz ,4 dashes ,4 dashes ,1 slice ,1 ,,,,,,,,,,,,,No,2017-09-06 23:17:07
12780,Spiking coffee,,,,Coffee / Tea,Non alcoholic,Coffee mug,"Incidentally, a pinch of cinnamon is indeed a nice addition to coffee but true heaven is a cardamom seed. Of course, you serve it in a coffee mug.",https://www.thecocktaildb.com/images/media/drink/isql6y1487602375.jpg,Coffee,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2017-02-20 14:52:55
15521,Swedish Coffee,,,,Coffee / Tea,Alcoholic,Coffee Mug,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),https://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg,Coffee,Aquavit,Sugar,,,,,,,,,,,,,1 cup,4 cl ,By taste ,,,,,,,,,,,,,,,No,2015-09-03 03:19:43
12214,Singapore Sling,,"IBA,ContemporaryClassic",,Ordinary Drink,Alcoholic,Hurricane glass,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,https://www.thecocktaildb.com/images/media/drink/7dozeg1582578095.jpg,Cherry brandy,Grenadine,Gin,Sweet and sour,Carbonated water,Cherry,,,,,,,,,,1/2 oz ,1/2 oz ,1 oz ,2 oz ,,,,,,,,,,,,,,Yes,2015-08-18 14:58:08
178306,Slippery Nipple,,Adult,,Shot,Alcoholic,Shot glass,"Pour the Sambuca into a shot glass, then pour the Irish Cream on top so that the two liquids do not mix.",https://www.thecocktaildb.com/images/media/drink/l9tgru1551439725.jpg,Sambuca,Irish cream,,,,,,,,,,,,,,1 part,1 part,,,,,,,,,,,,,,,,No,2019-03-01 11:28:45
13389,Snake Bite (UK),,,,Beer,Alcoholic,Pint glass,Pour ingredients into a pint glass. Drink. Fall over.,https://www.thecocktaildb.com/images/media/drink/xuwpyu1441248734.jpg,Lager,Cider,,,,,,,,,,,,,,1/2 pint ,1/2 pint sweet or dry ,,,,,,,,,,,,,,,,No,2015-09-03 03:52:14
13625,Screaming Orgasm,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.",https://www.thecocktaildb.com/images/media/drink/x894cs1504388670.jpg,Vodka,Baileys irish cream,Kahlua,,,,,,,,,,,,,1 oz ,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,No,2017-09-02 22:44:30
12754,Sex on the Beach,,"IBA,ContemporaryClassic",,Ordinary Drink,Alcoholic,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,https://www.thecocktaildb.com/images/media/drink/fi67641668420787.jpg,Vodka,Peach schnapps,Cranberry juice,Orange juice,,,,,,,,,,,,1 oz ,3/4 oz ,,,,,,,,,,,,,,https://www.thecocktaildb.com/images/media/drink/fi67641668420787.jpg,TheCocktailDB,Yes,2016-07-21 10:12:45
12198,Sidecar Cocktail,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg,Brandy,Triple sec,Lemon,,,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/4 ,,,,,,,,,,,,,,,No,2017-09-07 22:40:28
178308,Spritz Veneziano,,"Kids,Calorific",,Cocktail,Alcoholic,Wine Glass,"Build into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/51ezka1551456113.jpg,Prosecco,Aperol,Soda Water,,,,,,,,,,,,,6 cl,4 cl,Top,,,,,,,,,,,,,,,Yes,
12224,Sloe Gin Cocktail,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg,Sloe gin,Dry Vermouth,Orange bitters,,,,,,,,,,,,,2 oz ,1/4 tsp ,1 dash ,,,,,,,,,,,,,,,No,2017-09-08 17:52:12
12750,Spanish chocolate,,,,Cocoa,Non alcoholic,Coffee mug,"Stir the milk with the chocolate and the cinnamon over low heat until the chocolate dissolves. Add the eggs and beat the mixture until it becomes thick, taking care not to boil. Serve in coffee mug.",https://www.thecocktaildb.com/images/media/drink/pra8vt1487603054.jpg,Milk,Chocolate,Cinnamon,Egg yolk,,,,,,,,,,,,2 cups ,2 oz sweet ,1/2 tsp ,2 beaten ,,,,,,,,,,,,,,No,2017-02-20 15:04:14
13026,Sangria The  Best,,,,Punch / Party Drink,Alcoholic,Pitcher,"Mix wine, sugar and fruit, and let sit in the fridge for 18-24 hours. The mixture will have a somewhat syrupy consistency. Before serving stir in brandy and cut the mixture with soda water until it have a thinner, more wine like consistency. Serve from a pitcher in wine glasses.",https://www.thecocktaildb.com/images/media/drink/vysywu1468924264.jpg,Red wine,Sugar,Lemon,Orange,Apple,Brandy,Soda water,,,,,,,,,1 1/2 L ,1 cup ,1 large ,1 large ,1 large ,3-4 oz plain ,,,,,,,,,,,,No,2016-07-19 11:31:04
12186,Shanghai Cocktail,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ttyrxr1478820678.jpg,Light rum,Anisette,Grenadine,Lemon,,,,,,,,,,,,1 oz Jamaican ,1 tsp ,1/2 tsp ,Juice of 1/4 ,,,,,,,,,,,,,,No,2016-11-10 23:31:18
13032,Spiced Peach Punch,,,,Punch / Party Drink,Non alcoholic,Collins Glass,"Combine peach nectar, orange juice and brown sugar in a large saucepan. Tie cinnamon and cloves in a small cheesecloth bag. Drop into saucepan. Heat slowly, stirring constantly, until sugar dissolves. Simmer 10 minutes. Stir in lime juice. Serve in hot mugs.",https://www.thecocktaildb.com/images/media/drink/qxvypq1468924331.jpg,Peach nectar,Orange juice,Brown sugar,Cinnamon,Cloves,Lime juice,,,,,,,,,,46 oz ,20 oz ,1/2 cup ,3 3-inch ,1/2 tsp ,2 tblsp ,,,,,,,,,,,,No,2016-07-19 11:32:11
12722,Strawberry Shivers,,,,Other / Unknown,Non alcoholic,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,Strawberries,Honey,Water,,,,,,,,,,,,,1 1/2 cup ,4 tsp ,1/2 cup ,,,,,,,,,,,,,,,No,2017-02-20 15:10:04
12316,Strawberry Daiquiri,,,,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/deu59m1504736135.jpg,Strawberry schnapps,Light rum,Lime juice,Powdered sugar,Strawberries,,,,,,,,,,,1/2 oz ,1 oz ,1 oz ,1 tsp ,1 oz ,,,,,,,,,,,,,No,2017-09-06 23:15:36
